User_ID,Signup_Date,Region,Acquisition_Channel,Watch_Time_Mins,Quizzes_Completed,Converted_To_Paid,Subscription_Tier,Total_Revenue_INR
USR094012,2025-11-16 00:00:00,N_Reg,Meta Ads,86.5,4,1,Premium Annual,7999.0
USR053618,2025-01-25 00:00:00,North,Meta Ads,100.64,12,1,Basic Monthly,499.0
USR025835,2024-07-07 00:00:00,South,Google Ads,13.58,1,0,None (Expired Trial),0.0
USR003167,2024-01-23 00:00:00,West,LinkedIn Business,51.93,7,1,Basic Monthly,499.0
USR096333,2025-12-03 00:00:00,West,Google Ads,60.64,5,0,None (Expired Trial),0.0
USR031503,2024-08-16 00:00:00,North,Google Ads,18.53,2,0,None (Expired Trial),0.0
USR098111,2025-12-17 00:00:00,South,Meta Ads,31.92,1,0,None (Expired Trial),0.0
USR025353,2024-07-03 00:00:00,North,Meta Ads,61.89,6,0,None (Expired Trial),0.0
USR095092,2025-11-24 00:00:00,S_Reg,Meta Ads,27.53,2,0,None (Expired Trial),0.0
USR035228,2024-09-13 00:00:00,West,YouTube Organic,-84.99,4,0,None (Expired Trial),0.0
USR001719,2024-01-13 00:00:00,East,YouTube Organic,84.95,8,1,Premium Annual,7999.0
USR083201,2025-08-29 00:00:00,South,Meta Ads,22.98,1,0,None (Expired Trial),0.0
USR004080,2024-01-30 00:00:00,north,Meta Ads,58.87,4,0,None (Expired Trial),0.0
USR063482,2025-04-07 00:00:00,East,YouTube Organic,140.85,14,1,Premium Monthly,999.0
USR055237,2025-02-06 00:00:00,East,YouTube Organic,103.78,14,1,Basic Monthly,499.0
USR021339,2024-06-04 00:00:00,south,Google Ads,70.01,3,0,None (Expired Trial),0.0
USR000884,2024-01-07 00:00:00,West,YouTube Organic,52.34,6,0,None (Expired Trial),0.0
USR035138,2024-09-12 00:00:00,East,Meta Ads,19.13,2,0,None (Expired Trial),0.0
USR017580,2024-05-08 00:00:00,West,Meta Ads,67.59,9,0,None (Expired Trial),0.0
USR061741,2025-03-25 00:00:00,North,Meta Ads,30.02,3,0,None (Expired Trial),0.0
USR080661,2025-08-10 00:00:00,North,Meta Ads,170.22,12,1,Basic Monthly,499.0
USR096337,2025-12-03 00:00:00,North,Meta Ads,44.05,5,1,Basic Monthly,499.0
USR012270,2024-03-30 00:00:00,South,Google Ads,31.62,2,0,None (Expired Trial),0.0
USR005712,2024-02-11 00:00:00,South,Google Ads,29.48,3,0,None (Expired Trial),0.0
USR095740,2025-11-29 00:00:00,North,Meta Ads,28.07,1,0,None (Expired Trial),0.0
USR087353,2025-09-28 00:00:00,West,Meta Ads,25.61,1,0,None (Expired Trial),0.0
USR057922,2025-02-25 00:00:00,East,YouTube Organic,76.71,11,1,Basic Monthly,499.0
USR092143,2025-11-02 00:00:00,West,YouTube Organic,90.5,12,1,Premium Annual,7999.0
USR048645,2024-12-20 00:00:00,West,LinkedIn Business,14.99,1,1,Premium Monthly,999.0
USR076246,2025-07-10 00:00:00,North,YouTube Organic,56.19,8,0,None (Expired Trial),0.0
USR063803,2025-04-10 00:00:00,North,Google Ads,22.01,1,0,None (Expired Trial),0.0
USR000135,2024-01-02 00:00:00,East ,Google Ads,30.91,1,0,None (Expired Trial),0.0
USR049339,2024-12-25 00:00:00,South,Google Ads,55.16,7,0,None (Expired Trial),0.0
USR015884,2024-04-25 00:00:00,East,Meta Ads,29.64,2,0,None (Expired Trial),0.0
USR076438,2025-07-11 00:00:00,North,Google Ads,44.57,2,1,Premium Monthly,999.0
USR010964,2024-03-21 00:00:00,South,Google Ads,43.05,4,0,None (Expired Trial),0.0
USR074748,2025-06-29 00:00:00,East,Google Ads,8.38,1,0,None (Expired Trial),0.0
USR096847,2025-12-07 00:00:00,North,Meta Ads,26.37,3,0,None (Expired Trial),0.0
USR090511,2025-10-21 00:00:00,South,Meta Ads,32.75,1,0,None (Expired Trial),0.0
USR075945,2025-07-08 00:00:00,West,Meta Ads,79.31,6,0,None (Expired Trial),0.0
USR001577,2024-01-12 00:00:00,North,,20.4,1,0,None (Expired Trial),0.0
USR006152,2024-02-14 00:00:00,N_Reg,Google Ads,38.69,4,0,None (Expired Trial),0.0
USR033948,2024-09-03 00:00:00,North,Meta Ads,128.12,8,1,Premium Monthly,999.0
USR068769,2025-05-17 00:00:00,South,LinkedIn Business,34.26,1,0,None (Expired Trial),0.0
USR032003,2024-08-20 00:00:00,South,Meta Ads,198.7,29,1,Basic Monthly,499.0
USR025085,2024-07-01 00:00:00,West,Google Ads,69.16,4,0,None (Expired Trial),0.0
USR040536,2024-10-21 00:00:00,West,Google Ads,23.82,1,0,None (Expired Trial),0.0
USR001231,2024-01-10 00:00:00,East,Meta Ads,53.34,4,1,Premium Annual,7999.0
USR001046,2024-01-08 00:00:00,North,Google Ads,48.71,6,0,None (Expired Trial),0.0
USR038602,2024-10-07 00:00:00,South,Google Ads,67.26,7,0,None (Expired Trial),0.0
USR069300,2025-05-21 00:00:00,South,Meta Ads,23.17,1,0,None (Expired Trial),0.0
USR055079,2025-02-04 00:00:00,North,,15.35,1,0,None (Expired Trial),0.0
USR077900,2025-07-22 00:00:00,South,YouTube Organic,79.52,8,0,None (Expired Trial),0.0
USR083318,2025-08-29 00:00:00,West,Google Ads,11.5,1,0,None (Expired Trial),0.0
USR008711,2024-03-04 00:00:00,North,Meta Ads,204.75,21,0,None (Expired Trial),0.0
USR042379,2024-11-04 00:00:00,South ,Google Ads,34.7,3,0,None (Expired Trial),0.0
USR017832,2024-05-09 00:00:00,East,Meta Ads,70.63,5,0,None (Expired Trial),0.0
USR013344,2024-04-07 00:00:00,South,Google Ads,61.13,4,1,Basic Monthly,499.0
USR056861,2025-02-17 00:00:00,North,LinkedIn Business,146.3,8,1,Premium Monthly,999.0
USR033732,2024-09-02 00:00:00,South,Google Ads,78.35,6,1,Premium Monthly,999.0
USR021005,2024-06-02 00:00:00,north,Google Ads,20.12,2,0,None (Expired Trial),0.0
USR033884,2024-09-03 00:00:00,East,Google Ads,52.99,4,1,Basic Monthly,499.0
USR037637,2024-09-30 00:00:00,South,Google Ads,96.9,8,1,Premium Monthly,999.0
USR055452,2025-02-07 00:00:00,North,Google Ads,33.09,3,0,None (Expired Trial),0.0
USR077263,2025-07-17 00:00:00,East,Meta Ads,13.36,1,0,None (Expired Trial),0.0
USR003947,2024-01-29 00:00:00,West,Google Ads,33.94,3,0,None (Expired Trial),0.0
USR060980,2025-03-20 00:00:00,East,Meta Ads,33.68,2,0,None (Expired Trial),0.0
USR070707,2025-05-31 00:00:00,West,,59.15,8,0,None (Expired Trial),0.0
USR021291,2024-06-04 00:00:00,East,Google Ads,26.09,3,0,None (Expired Trial),0.0
USR087299,2025-09-28 00:00:00,North,Google Ads,17.35,0,0,None (Expired Trial),0.0
USR014882,2024-04-18 00:00:00,North,YouTube Organic,167.07,21,1,Basic Monthly,499.0
USR084408,2025-09-06 00:00:00,South,Google Ads,46.77,5,0,None (Expired Trial),0.0
USR033272,2024-08-29 00:00:00,North,YouTube Organic,17.49,1,1,Premium Annual,7999.0
USR035915,2024-09-17 00:00:00,East,Meta Ads,37.43,1,0,None (Expired Trial),0.0
USR059094,2025-03-06 00:00:00,East,Meta Ads,23.56,3,0,None (Expired Trial),0.0
USR034291,2024-09-06 00:00:00,West,Google Ads,42.37,4,1,Basic Monthly,499.0
USR004073,2024-01-30 00:00:00,West,LinkedIn Business,91.08,10,1,Premium Monthly,999.0
USR008951,2024-03-06 00:00:00,West,Google Ads,36.0,4,0,None (Expired Trial),0.0
USR021969,2024-06-09 00:00:00,North,Google Ads,39.25,5,1,Premium Monthly,999.0
USR038237,2024-10-04 00:00:00,North,YouTube Organic,106.37,11,1,Basic Monthly,499.0
USR021085,2024-06-02 00:00:00,North,Google Ads,71.08,6,0,None (Expired Trial),0.0
USR049020,2024-12-23 00:00:00,South,Meta Ads,52.86,3,0,None (Expired Trial),0.0
USR073829,2025-06-22 00:00:00,North,Meta Ads,89.3,7,0,None (Expired Trial),0.0
USR042575,2024-11-05 00:00:00,South,Meta Ads,92.13,8,0,None (Expired Trial),0.0
USR082838,2025-08-26 00:00:00,West,Meta Ads,61.44,7,1,Premium Monthly,999.0
USR063942,2025-04-11 00:00:00,East,LinkedIn Business,66.03,4,0,None (Expired Trial),0.0
USR006764,2024-02-19 00:00:00,East,Meta Ads,42.06,2,0,None (Expired Trial),0.0
USR002451,2024-01-18 00:00:00,South,Meta Ads,-76.09,7,0,None (Expired Trial),0.0
USR033402,2024-08-30 00:00:00,north,Meta Ads,130.5,16,0,None (Expired Trial),0.0
USR056073,2025-02-12 00:00:00,North,YouTube Organic,22.34,1,0,None (Expired Trial),0.0
USR076033,2025-07-08 00:00:00,East,LinkedIn Business,36.78,4,0,None (Expired Trial),0.0
USR021139,2024-06-03 00:00:00,West,Meta Ads,66.22,4,0,None (Expired Trial),0.0
USR001939,2024-01-15 00:00:00,North,LinkedIn Business,42.0,5,0,None (Expired Trial),0.0
USR049763,2024-12-28 00:00:00,East,Google Ads,40.03,2,1,Premium Monthly,999.0
USR083875,2025-09-03 00:00:00,South,LinkedIn Business,46.95,3,1,Premium Monthly,999.0
USR057342,2025-02-21 00:00:00,South,Meta Ads,224.73,19,1,Premium Monthly,999.0
USR035030,2024-09-11 00:00:00,East,LinkedIn Business,120.61,17,1,Premium Annual,7999.0
USR011736,2024-03-26 00:00:00,North,Meta Ads,65.13,8,0,None (Expired Trial),0.0
USR074873,2025-06-30 00:00:00,West,LinkedIn Business,12.64,1,0,None (Expired Trial),0.0
USR045326,2024-11-26 00:00:00,South,Google Ads,8.72,0,0,None (Expired Trial),0.0
USR058784,2025-03-03 00:00:00,W_Reg,Google Ads,24.23,2,0,None (Expired Trial),0.0
USR084640,2025-09-08 00:00:00,North,Meta Ads,42.5,2,0,None (Expired Trial),0.0
USR032278,2024-08-22 00:00:00,East,Google Ads,27.92,2,0,None (Expired Trial),0.0
USR040609,2024-10-22 00:00:00,North,LinkedIn Business,22.27,3,0,None (Expired Trial),0.0
USR078336,2025-07-25 00:00:00,West,Meta Ads,80.34,11,1,Premium Monthly,999.0
USR060790,2025-03-18 00:00:00,North,Google Ads,8.27,0,0,None (Expired Trial),0.0
USR091991,2025-11-01 00:00:00,North,Google Ads,41.64,3,0,None (Expired Trial),0.0
USR029168,2024-07-31 00:00:00,South,Meta Ads,197.33,16,1,Premium Monthly,999.0
USR051487,2025-01-10 00:00:00,West,Google Ads,28.82,2,0,None (Expired Trial),0.0
USR053061,2025-01-21 00:00:00,East,Meta Ads,136.39,17,0,None (Expired Trial),0.0
USR098356,2025-12-19 00:00:00,South,,48.5,2,0,None (Expired Trial),0.0
USR007876,2024-02-27 00:00:00,West,Meta Ads,27.88,3,0,None (Expired Trial),0.0
USR059463,2025-03-09 00:00:00,North,Google Ads,45.06,4,0,None (Expired Trial),0.0
USR045260,2024-11-25 00:00:00,East,Google Ads,40.61,2,0,None (Expired Trial),0.0
USR061460,2025-03-23 00:00:00,West,Meta Ads,13.88,1,0,None (Expired Trial),0.0
USR075786,2025-07-06 00:00:00,North,Meta Ads,28.07,2,0,None (Expired Trial),0.0
USR002624,2024-01-20 00:00:00,South,Google Ads,42.93,2,0,None (Expired Trial),0.0
USR050500,2025-01-03 00:00:00,West,Meta Ads,78.04,7,0,None (Expired Trial),0.0
USR021784,2024-06-07 00:00:00,North,YouTube Organic,28.46,2,0,None (Expired Trial),0.0
USR093686,2025-11-13 00:00:00,South,YouTube Organic,34.32,1,0,None (Expired Trial),0.0
USR073777,2025-06-22 00:00:00,North,YouTube Organic,50.54,6,1,Basic Monthly,499.0
USR034515,2024-09-07 00:00:00,West,LinkedIn Business,21.1,1,0,None (Expired Trial),0.0
USR065976,2025-04-26 00:00:00,South,Google Ads,75.59,7,0,None (Expired Trial),0.0
USR095569,2025-11-28 00:00:00,North,Google Ads,17.18,2,0,None (Expired Trial),0.0
USR001551,2024-01-12 00:00:00,West,Google Ads,105.72,7,0,None (Expired Trial),0.0
USR042152,2024-11-02 00:00:00,North,Google Ads,31.38,2,0,None (Expired Trial),0.0
USR011646,2024-03-25 00:00:00,West,YouTube Organic,39.65,2,0,None (Expired Trial),0.0
USR020229,2024-05-27 00:00:00,East,Meta Ads,109.95,11,1,Premium Monthly,999.0
USR093896,2025-11-15 00:00:00,West,YouTube Organic,28.76,2,0,None (Expired Trial),0.0
USR099516,2025-12-27 00:00:00,North,YouTube Organic,43.73,4,0,None (Expired Trial),0.0
USR007917,2024-02-27 00:00:00,North,Meta Ads,44.13,4,1,Basic Monthly,499.0
USR098326,2025-12-18 00:00:00,North,Meta Ads,29.75,3,0,None (Expired Trial),0.0
USR051229,2025-01-08 00:00:00,East,LinkedIn Business,209.15,13,0,None (Expired Trial),0.0
USR056672,2025-02-16 00:00:00,North,LinkedIn Business,71.43,7,0,None (Expired Trial),0.0
USR042351,2024-11-04 00:00:00,North,Meta Ads,71.74,9,1,Basic Monthly,499.0
USR039101,2024-10-11 00:00:00,North,LinkedIn Business,50.43,6,1,Premium Annual,7999.0
USR083990,2025-09-03 00:00:00,South,LinkedIn Business,27.47,2,0,None (Expired Trial),0.0
USR005961,2024-02-13 00:00:00,W_Reg,Meta Ads,15.34,1,0,None (Expired Trial),0.0
USR031632,2024-08-17 00:00:00,North,YouTube Organic,54.22,7,1,Basic Monthly,499.0
USR068281,2025-05-13 00:00:00,East,Meta Ads,16.93,1,0,None (Expired Trial),0.0
USR058790,2025-03-03 00:00:00,South,Google Ads,49.56,2,1,Basic Monthly,499.0
USR058914,2025-03-04 00:00:00,N_Reg,Google Ads,16.64,1,0,None (Expired Trial),0.0
USR053241,2025-01-22 00:00:00,North,Google Ads,49.88,6,0,None (Expired Trial),0.0
USR043680,2024-11-14 00:00:00,South,Google Ads,31.04,2,0,None (Expired Trial),0.0
USR060856,2025-03-19 00:00:00,South,Meta Ads,23.64,3,0,None (Expired Trial),0.0
USR099859,2025-12-30 00:00:00,East,Meta Ads,33.39,4,0,None (Expired Trial),0.0
USR056993,2025-02-18 00:00:00,West,LinkedIn Business,40.57,2,0,None (Expired Trial),0.0
USR093635,2025-11-13 00:00:00,West,Meta Ads,90.28,9,1,Basic Monthly,499.0
USR093190,2025-11-10 00:00:00,East,YouTube Organic,19.7,1,1,Basic Monthly,499.0
USR040651,2024-10-22 00:00:00,North,YouTube Organic,20.04,1,0,None (Expired Trial),0.0
USR004206,2024-01-31 00:00:00,North,Google Ads,18.4,1,0,None (Expired Trial),0.0
USR060976,2025-03-19 00:00:00,North,Google Ads,118.06,15,1,Basic Monthly,499.0
USR095367,2025-11-26 00:00:00,North,Meta Ads,27.01,1,0,None (Expired Trial),0.0
USR077118,2025-07-16 00:00:00,North,Meta Ads,212.73,18,1,Basic Monthly,499.0
USR069833,2025-05-25 00:00:00,East,Meta Ads,11.0,1,0,None (Expired Trial),0.0
USR069131,2025-05-19 00:00:00,South,LinkedIn Business,12.37,1,0,None (Expired Trial),0.0
USR057417,2025-02-21 00:00:00,North,Google Ads,77.87,5,0,None (Expired Trial),0.0
USR048081,2024-12-16 00:00:00,South,Meta Ads,34.44,3,0,None (Expired Trial),0.0
USR033895,2024-09-03 00:00:00,North,Meta Ads,69.08,9,1,Basic Monthly,499.0
USR027647,2024-07-20 00:00:00,N_Reg,Google Ads,24.28,2,0,None (Expired Trial),0.0
USR067234,2025-05-06 00:00:00,North,Google Ads,83.39,10,1,Premium Monthly,999.0
USR092349,2025-11-04 00:00:00,South,Google Ads,51.69,5,0,None (Expired Trial),0.0
USR069588,2025-05-23 00:00:00,north,Google Ads,81.25,11,1,Premium Monthly,999.0
USR098867,2025-12-22 00:00:00,South,Google Ads,27.04,1,0,None (Expired Trial),0.0
USR034117,2024-09-04 00:00:00,South,Meta Ads,23.26,1,0,None (Expired Trial),0.0
USR032924,2024-08-27 00:00:00,South,LinkedIn Business,23.29,3,0,None (Expired Trial),0.0
USR012561,2024-04-01 00:00:00,East,Meta Ads,109.33,12,0,None (Expired Trial),0.0
USR018238,2024-05-12 00:00:00,South ,Meta Ads,104.1,5,0,None (Expired Trial),0.0
USR063649,2025-04-09 00:00:00,South,Meta Ads,25.3,2,0,None (Expired Trial),0.0
USR020773,2024-05-31 00:00:00,West,Google Ads,65.82,9,0,None (Expired Trial),0.0
USR043718,2024-11-14 00:00:00,North,Meta Ads,144.28,8,0,None (Expired Trial),0.0
USR005639,2024-02-11 00:00:00,East,,19.2,1,1,Premium Monthly,999.0
USR086518,2025-09-22 00:00:00,South,Google Ads,68.33,4,1,Basic Monthly,499.0
USR053416,2025-01-23 00:00:00,South,Meta Ads,84.69,4,0,None (Expired Trial),0.0
USR038373,2024-10-05 00:00:00,S_Reg,Google Ads,125.5,7,0,None (Expired Trial),0.0
USR050430,2025-01-02 00:00:00,East,Google Ads,62.83,7,1,Basic Monthly,499.0
USR038225,2024-10-04 00:00:00,South,LinkedIn Business,121.82,10,1,Basic Monthly,499.0
USR007316,2024-02-23 00:00:00,South,Meta Ads,32.46,2,0,None (Expired Trial),0.0
USR083213,2025-08-29 00:00:00,South,YouTube Organic,58.92,6,0,None (Expired Trial),0.0
USR011418,2024-03-24 00:00:00,West,Meta Ads,165.39,21,1,Basic Monthly,499.0
USR067256,2025-05-06 00:00:00,east,Google Ads,56.18,3,0,None (Expired Trial),0.0
USR063924,2025-04-11 00:00:00,South,Google Ads,22.56,2,0,None (Expired Trial),0.0
USR006348,2024-02-16 00:00:00,North,Meta Ads,119.58,8,0,None (Expired Trial),0.0
USR052548,2025-01-17 00:00:00,South,Google Ads,104.27,8,0,None (Expired Trial),0.0
USR097914,2025-12-15 00:00:00,South,Google Ads,22.54,1,0,None (Expired Trial),0.0
USR062847,2025-04-03 00:00:00,East,Meta Ads,35.15,2,0,None (Expired Trial),0.0
USR089016,2025-10-11 00:00:00,South,Google Ads,44.84,5,0,None (Expired Trial),0.0
USR005146,2024-02-07 00:00:00,East,Google Ads,17.18,1,0,None (Expired Trial),0.0
USR000648,2024-01-05 00:00:00,North,Google Ads,34.72,2,1,Basic Monthly,499.0
USR044104,2024-11-17 00:00:00,West,YouTube Organic,76.86,5,1,Basic Monthly,499.0
USR063419,2025-04-07 00:00:00,East,Google Ads,11.65,0,0,None (Expired Trial),0.0
USR034110,2024-09-04 00:00:00,North,Meta Ads,23.97,1,0,None (Expired Trial),0.0
USR067124,2025-05-05 00:00:00,South,Meta Ads,140.85,12,1,Basic Monthly,499.0
USR011617,2024-03-25 00:00:00,North,Meta Ads,24.73,2,0,None (Expired Trial),0.0
USR060864,2025-03-19 00:00:00,West,YouTube Organic,33.1,2,1,Premium Monthly,999.0
USR006212,2024-02-15 00:00:00,West,Google Ads,42.28,2,0,None (Expired Trial),0.0
USR050192,2024-12-31 00:00:00,North,Google Ads,51.71,3,1,Premium Annual,7999.0
USR070703,2025-05-31 00:00:00,West,Meta Ads,71.35,6,0,None (Expired Trial),0.0
USR094535,2025-11-20 00:00:00,N_Reg,Meta Ads,79.09,6,0,None (Expired Trial),0.0
USR017309,2024-05-05 00:00:00,North,,99.68,9,0,None (Expired Trial),0.0
USR031197,2024-08-14 00:00:00,North,Meta Ads,30.4,2,0,None (Expired Trial),0.0
USR082514,2025-08-24 00:00:00,West,Meta Ads,66.45,7,0,None (Expired Trial),0.0
USR021438,2024-06-05 00:00:00,South,Google Ads,21.5,2,0,None (Expired Trial),0.0
USR002939,2024-01-22 00:00:00,East,Meta Ads,15.18,1,0,None (Expired Trial),0.0
USR096041,2025-12-01 00:00:00,North,Meta Ads,29.96,3,0,None (Expired Trial),0.0
USR063609,2025-04-08 00:00:00,North,YouTube Organic,113.87,12,1,Premium Monthly,999.0
USR050320,2025-01-01 00:00:00,East,Google Ads,50.84,6,0,None (Expired Trial),0.0
USR084016,2025-09-04 00:00:00,North,Meta Ads,,3,0,None (Expired Trial),0.0
USR081206,2025-08-15 00:00:00,North,Google Ads,27.8,3,0,None (Expired Trial),0.0
